No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
720,2010,1,30,23,94,-18,2,1021,NW,84.46,0,0
722,2010,1,31,1,35,-18,1,1021,NW,90.72,0,0
724,2010,1,31,3,24,-15,-2,1022,NW,95.64,0,0
725,2010,1,31,4,20,-15,0,1022,NW,99.66,0,0
727,2010,1,31,6,18,-15,0,1023,NW,109.49,0,0
728,2010,1,31,7,19,-18,0,1025,NW,113.51,0,0
729,2010,1,31,8,22,-17,0,1025,NW,116.64,0,0
731,2010,1,31,10,18,-19,3,1026,NW,129.6,0,0
732,2010,1,31,11,11,-19,4,1026,NW,138.54,0,0
733,2010,1,31,12,11,-20,5,1025,NW,145.69,0,0
739,2010,1,31,18,24,-17,1,1024,NE,1.79,0,0
740,2010,1,31,19,54,-15,-1,1025,NE,2.68,0,0
742,2010,1,31,21,129,-8,-1,1026,SE,5.81,0,0
743,2010,1,31,22,145,-7,-2,1027,SE,10.73,0,0
744,2010,1,31,23,101,-7,-2,1027,SE,13.86,0,0
745,2010,2,1,0,65,-8,-3,1027,SE,15.65,0,0
746,2010,2,1,1,70,-9,-4,1027,NE,0.89,0,0
747,2010,2,1,2,67,-9,-4,1027,NE,1.78,0,0
750,2010,2,1,5,68,-9,-5,1027,cv,0.89,0,0
752,2010,2,1,7,73,-10,-4,1027,cv,0.89,0,0
754,2010,2,1,9,53,-9,-3,1028,SE,1.79,0,0
755,2010,2,1,10,72,-9,-2,1028,cv,0.89,0,0
756,2010,2,1,11,78,-9,-1,1028,SE,1.79,0,0
757,2010,2,1,12,72,-10,0,1027,SE,6.71,0,0
758,2010,2,1,13,56,-12,0,1026,SE,10.73,0,0
759,2010,2,1,14,54,-14,1,1026,SE,14.75,0,0
762,2010,2,1,17,63,-10,-1,1025,SE,21.46,0,0
764,2010,2,1,19,64,-10,-2,1026,SE,26.38,0,0
768,2010,2,1,23,64,-11,-7,1027,SE,41.13,0,0
769,2010,2,2,0,62,-10,-7,1028,SE,42.92,0,0
771,2010,2,2,2,87,-11,-9,1028,cv,1.34,0,0
772,2010,2,2,3,72,-11,-10,1028,NE,1.79,0,0
773,2010,2,2,4,104,-12,-10,1028,cv,0.89,0,0
774,2010,2,2,5,97,-13,-11,1028,NE,0.89,0,0
775,2010,2,2,6,96,-11,-9,1028,cv,0.89,0,0
776,2010,2,2,7,86,-11,-8,1028,SE,0.89,0,0
777,2010,2,2,8,85,-10,-7,1029,NW,1.79,0,0
781,2010,2,2,12,27,-20,-2,1028,NE,16.54,0,0
782,2010,2,2,13,25,-20,-1,1028,NE,18.33,0,0
783,2010,2,2,14,28,-20,0,1027,cv,1.79,0,0
785,2010,2,2,16,35,-22,1,1027,cv,3.57,0,0
786,2010,2,2,17,43,-19,-2,1027,NE,1.79,0,0
787,2010,2,2,18,70,-20,-4,1028,NW,3.13,0,0
791,2010,2,2,22,80,-21,-5,1030,NW,1.79,0,0
793,2010,2,3,0,69,-20,-8,1030,NW,8.05,0,0
797,2010,2,3,4,107,-17,-12,1030,SE,0.89,0,0
798,2010,2,3,5,94,-17,-13,1030,NW,1.79,0,0
799,2010,2,3,6,121,-17,-13,1030,NW,4.92,0,0
801,2010,2,3,8,161,-18,-11,1030,cv,1.34,0,0
802,2010,2,3,9,120,-18,-8,1030,NW,1.79,0,0
804,2010,2,3,11,58,-20,-2,1030,NW,4.92,0,0
805,2010,2,3,12,34,-22,0,1029,NW,12.07,0,0
806,2010,2,3,13,14,-23,1,1027,NW,19.22,0,0
808,2010,2,3,15,15,-25,2,1026,NW,37.1,0,0
810,2010,2,3,17,34,-21,1,1026,NW,54.08,0,0
813,2010,2,3,20,87,-20,-4,1027,cv,0.89,0,0
814,2010,2,3,21,95,-20,-5,1028,NW,1.79,0,0
815,2010,2,3,22,105,-21,-6,1028,NW,4.92,0,0
816,2010,2,3,23,114,-21,-7,1028,cv,0.45,0,0
817,2010,2,4,0,103,-21,-7,1028,NW,1.79,0,0
818,2010,2,4,1,99,-21,-8,1028,NW,4.92,0,0
819,2010,2,4,2,102,-21,-9,1028,cv,0.89,0,0
820,2010,2,4,3,104,-19,-10,1028,cv,1.34,0,0
823,2010,2,4,6,29,-18,-12,1028,SE,0.89,0,0
824,2010,2,4,7,27,-20,-15,1028,NW,4.02,0,0
826,2010,2,4,9,26,-19,-5,1028,NW,12.06,0,0
828,2010,2,4,11,29,-20,-2,1028,NE,4.02,0,0
831,2010,2,4,14,28,-22,1,1025,NE,1.79,0,0
834,2010,2,4,17,80,-22,0,1024,NE,8.5,0,0
840,2010,2,4,23,63,-19,-4,1027,NE,1.79,0,0
842,2010,2,5,1,54,-19,-4,1027,NE,8.05,0,0
843,2010,2,5,2,42,-19,-4,1028,cv,0.89,0,0
844,2010,2,5,3,47,-19,-5,1028,NE,1.79,0,0
845,2010,2,5,4,87,-15,-5,1028,SE,1.79,0,0
847,2010,2,5,6,90,-13,-7,1029,cv,0.89,0,0
848,2010,2,5,7,101,-12,-7,1030,cv,1.78,0,0
849,2010,2,5,8,126,-19,-6,1030,NE,3.13,0,0
850,2010,2,5,9,114,-18,-5,1031,NE,4.92,0,0
851,2010,2,5,10,103,-14,-4,1031,cv,1.79,0,0
852,2010,2,5,11,114,-13,-3,1031,SE,1.79,0,0
853,2010,2,5,12,100,-14,-2,1031,SE,3.58,0,0
854,2010,2,5,13,72,-13,-1,1030,SE,6.71,0,0
856,2010,2,5,15,72,-13,-1,1029,SE,1.79,0,0
857,2010,2,5,16,71,-12,-1,1029,SE,3.58,0,0
858,2010,2,5,17,80,-12,-2,1030,SE,5.37,0,0
860,2010,2,5,19,63,-13,-4,1031,SE,8.05,0,0
861,2010,2,5,20,67,-13,-5,1031,SE,8.94,0,0
862,2010,2,5,21,62,-12,-5,1032,SE,9.83,0,0
866,2010,2,6,1,51,-11,-8,1033,SE,16.99,0,0
867,2010,2,6,2,54,-11,-8,1033,SE,18.78,0,0
868,2010,2,6,3,45,-11,-8,1033,SE,20.57,0,0
869,2010,2,6,4,47,-11,-7,1032,SE,23.7,0,0
870,2010,2,6,5,85,-11,-7,1032,SE,25.49,0,0
872,2010,2,6,7,68,-12,-7,1032,SE,29.07,0,0
873,2010,2,6,8,64,-13,-7,1033,cv,0.89,0,0
875,2010,2,6,10,80,-11,-5,1032,SE,4.92,0,0
877,2010,2,6,12,93,-11,-3,1031,SE,11.18,0,0
878,2010,2,6,13,77,-11,-3,1030,SE,15.2,0,0
879,2010,2,6,14,67,-12,-2,1029,SE,19.22,0,0
880,2010,2,6,15,84,-12,-2,1029,SE,22.35,0,0
881,2010,2,6,16,77,-12,-2,1028,SE,25.48,0,0
885,2010,2,6,20,189,-7,-4,1029,SE,37.1,2,0
888,2010,2,6,23,43,-6,-5,1027,SE,45.15,5,0
890,2010,2,7,1,68,-7,-5,1026,SE,48.73,7,0
891,2010,2,7,2,69,-7,-5,1025,cv,0.89,8,0
892,2010,2,7,3,65,-7,-5,1025,cv,1.78,9,0
893,2010,2,7,4,71,-7,-6,1024,NW,0.89,10,0
896,2010,2,7,7,88,-7,-6,1023,NW,1.78,0,0
897,2010,2,7,8,90,-6,-5,1024,NE,1.79,0,0
899,2010,2,7,10,88,-6,-4,1023,NW,3.58,0,0
901,2010,2,7,12,100,-6,-3,1023,cv,1.78,0,0
904,2010,2,7,15,125,-6,-2,1020,SE,1.79,0,0
905,2010,2,7,16,141,-6,-2,1020,SE,3.58,0,0
906,2010,2,7,17,152,-6,-3,1020,SE,5.37,0,0
907,2010,2,7,18,164,-7,-4,1020,cv,0.89,0,0
908,2010,2,7,19,147,-7,-5,1021,SE,0.89,0,0
909,2010,2,7,20,162,-7,-5,1021,SE,1.78,0,0
910,2010,2,7,21,157,-6,-4,1022,SE,2.67,0,0
911,2010,2,7,22,156,-5,-3,1022,cv,0.89,0,0
913,2010,2,8,0,178,-6,-4,1021,cv,0.89,0,0
916,2010,2,8,3,185,-8,-6,1020,NE,0.89,0,0
920,2010,2,8,7,166,-6,-4,1020,NW,4.92,0,0
921,2010,2,8,8,136,-6,-4,1019,NW,8.05,0,0
922,2010,2,8,9,133,-5,-3,1020,NW,12.07,0,0
923,2010,2,8,10,140,-5,-2,1020,NW,15.2,0,0
924,2010,2,8,11,159,-5,-1,1019,cv,0.89,0,0
925,2010,2,8,12,169,-5,0,1019,cv,2.68,0,0
926,2010,2,8,13,170,-5,2,1017,NW,1.79,0,0
928,2010,2,8,15,163,-5,5,1017,SE,1.79,0,0
930,2010,2,8,17,144,-4,3,1017,SE,6.71,0,0
931,2010,2,8,18,166,-5,1,1019,cv,0.89,0,0
934,2010,2,8,21,210,-5,-2,1020,cv,1.78,0,0
937,2010,2,9,0,247,-5,-3,1021,NW,1.79,0,0
940,2010,2,9,3,253,-5,-3,1022,NW,0.89,0,0
941,2010,2,9,4,254,-6,-5,1022,NW,2.68,0,0
942,2010,2,9,5,241,-6,-5,1022,NW,5.81,0,0
943,2010,2,9,6,229,-5,-4,1023,cv,0.89,0,0
944,2010,2,9,7,199,-5,-4,1023,cv,1.34,0,0
945,2010,2,9,8,193,-4,-3,1024,cv,2.23,0,0
946,2010,2,9,9,207,-9,1,1025,NW,4.02,0,0
948,2010,2,9,11,91,-17,3,1025,NE,3.13,0,0
950,2010,2,9,13,39,-16,4,1024,cv,0.89,0,0
951,2010,2,9,14,50,-14,5,1023,cv,1.78,0,0
953,2010,2,9,16,49,-12,4,1023,cv,0.89,0,0
956,2010,2,9,19,181,-7,2,1025,SE,6.71,0,0
957,2010,2,9,20,181,-6,0,1025,cv,0.89,0,0
961,2010,2,10,0,16,-20,0,1028,NE,16.09,0,0
964,2010,2,10,3,6,-21,-1,1029,NE,29.95,0,0
965,2010,2,10,4,8,-22,-2,1029,NE,34.87,0,0
966,2010,2,10,5,8,-22,-2,1030,NE,39.79,0,0
967,2010,2,10,6,8,-22,-3,1030,NE,45.6,0,0
969,2010,2,10,8,9,-23,-4,1032,NE,58.56,0,0
970,2010,2,10,9,20,-23,-4,1033,NE,65.71,0,0
971,2010,2,10,10,14,-22,-3,1033,NE,71.52,0,0
972,2010,2,10,11,16,-24,-2,1032,NE,77.33,0,0
975,2010,2,10,14,7,-26,0,1030,NE,5.81,0,0
976,2010,2,10,15,8,-22,0,1030,NE,11.62,0,0
978,2010,2,10,17,15,-23,-1,1030,NE,24.58,0,0
979,2010,2,10,18,8,-23,-1,1031,NE,31.73,0,0
980,2010,2,10,19,11,-22,-1,1032,NE,38.88,0,0
981,2010,2,10,20,18,-22,-2,1032,NE,44.69,0,0
982,2010,2,10,21,16,-21,-2,1033,NE,50.5,0,0
985,2010,2,11,0,11,-22,-3,1035,NE,67.04,0,0
986,2010,2,11,1,10,-22,-3,1035,NE,72.85,0,0
987,2010,2,11,2,10,-22,-3,1035,NE,77.77,0,0
990,2010,2,11,5,10,-23,-5,1034,NE,95.65,0,0
991,2010,2,11,6,10,-23,-5,1035,NW,5.81,0,0
992,2010,2,11,7,9,-22,-6,1036,NW,9.83,0,0
993,2010,2,11,8,9,-22,-5,1037,NW,14.75,0,0
994,2010,2,11,9,11,-22,-4,1037,NW,19.67,0,0
995,2010,2,11,10,12,-22,-4,1037,NW,25.48,0,0
996,2010,2,11,11,12,-22,-3,1037,NE,5.81,0,0
998,2010,2,11,13,21,-24,-2,1036,NW,4.92,0,0
999,2010,2,11,14,18,-23,-2,1035,NE,4.02,0,0
1001,2010,2,11,16,18,-23,-2,1035,NW,4.02,0,0
1003,2010,2,11,18,19,-22,-3,1035,NE,8.05,0,0
1005,2010,2,11,20,20,-21,-5,1036,NW,3.13,0,0
1006,2010,2,11,21,24,-21,-5,1036,NW,8.05,0,0
1007,2010,2,11,22,19,-20,-5,1037,NW,11.18,0,0
1015,2010,2,12,6,9,-22,-9,1038,NW,11.17,0,0
1017,2010,2,12,8,14,-21,-9,1038,NW,17.43,0,0
1018,2010,2,12,9,21,-22,-6,1038,NE,4.02,0,0
1019,2010,2,12,10,26,-22,-5,1037,NE,7.15,0,0
1021,2010,2,12,12,19,-23,-3,1035,cv,3.13,0,0
1023,2010,2,12,14,13,-23,-1,1033,NW,6.26,0,0
1024,2010,2,12,15,13,-23,-1,1032,cv,1.79,0,0
1025,2010,2,12,16,13,-23,-1,1032,NE,1.79,0,0
1028,2010,2,12,19,22,-21,-4,1032,SE,0.89,0,0
1029,2010,2,12,20,50,-19,-5,1032,cv,0.89,0,0
1031,2010,2,12,22,60,-16,-8,1032,cv,1.79,0,0
1033,2010,2,13,0,108,-18,-8,1031,NW,3.13,0,0
1034,2010,2,13,1,51,-18,-11,1031,NW,6.26,0,0
1035,2010,2,13,2,54,-19,-8,1031,NW,8.05,0,0
1037,2010,2,13,4,27,-19,-10,1030,NW,14.31,0,0
1038,2010,2,13,5,23,-19,-11,1030,NW,16.1,0,0
1039,2010,2,13,6,27,-19,-11,1030,NW,19.23,0,0
1044,2010,2,13,11,37,-18,-3,1030,SE,1.79,0,0
1046,2010,2,13,13,49,-20,1,1028,SE,1.79,0,0
1047,2010,2,13,14,53,-20,3,1027,cv,1.79,0,0
1048,2010,2,13,15,57,-20,3,1026,SE,3.13,0,0
1051,2010,2,13,18,100,-18,0,1026,SE,15.19,0,0
1053,2010,2,13,20,136,-15,0,1027,SE,22.34,0,0
1055,2010,2,13,22,259,-13,-5,1028,cv,1.78,0,0
1057,2010,2,14,0,351,-13,-7,1028,NE,0.89,0,0
1060,2010,2,14,3,599,-14,-6,1030,NW,6.26,0,0
1061,2010,2,14,4,39,-14,-5,1030,NW,10.28,0,0
1062,2010,2,14,5,7,-17,-3,1030,NW,15.2,0,0
1063,2010,2,14,6,8,-17,-3,1031,NE,4.02,0,0
1064,2010,2,14,7,7,-18,-4,1032,NW,4.02,0,0
1065,2010,2,14,8,7,-20,-3,1033,NW,8.94,0,0
1066,2010,2,14,9,7,-21,-3,1034,NW,14.75,0,0
1070,2010,2,14,13,21,-24,-2,1033,NE,4.92,0,0
1071,2010,2,14,14,18,-23,-2,1033,NE,9.84,0,0
1072,2010,2,14,15,16,-24,-2,1032,NE,13.86,0,0
1073,2010,2,14,16,15,-24,-2,1032,NE,17.88,0,0
1074,2010,2,14,17,16,-23,-2,1032,NE,21.9,0,0
1076,2010,2,14,19,21,-22,-5,1033,cv,0.89,0,0
1077,2010,2,14,20,36,-23,-5,1035,NW,1.79,0,0
1078,2010,2,14,21,51,-22,-8,1035,NW,4.92,0,0
1081,2010,2,15,0,45,-21,-7,1036,NE,4.02,0,0
1082,2010,2,15,1,27,-22,-7,1037,NE,8.04,0,0
1083,2010,2,15,2,24,-22,-7,1036,NE,12.96,0,0
1084,2010,2,15,3,18,-22,-8,1037,cv,0.89,0,0
1085,2010,2,15,4,15,-22,-8,1036,cv,1.78,0,0
1086,2010,2,15,5,17,-22,-9,1036,NE,3.13,0,0
1087,2010,2,15,6,11,-22,-9,1036,NE,7.15,0,0
1091,2010,2,15,10,25,-23,-5,1038,NW,12.07,0,0
1094,2010,2,15,13,11,-23,-1,1035,NW,18.78,0,0
1095,2010,2,15,14,14,-23,0,1033,NE,4.02,0,0
1096,2010,2,15,15,15,-26,0,1032,cv,1.79,0,0
1098,2010,2,15,17,13,-26,0,1032,cv,3.57,0,0
1099,2010,2,15,18,13,-23,-3,1033,SE,1.79,0,0
1100,2010,2,15,19,26,-22,-4,1033,SE,2.68,0,0
1102,2010,2,15,21,73,-20,-9,1034,NE,0.89,0,0
1105,2010,2,16,0,146,-17,-11,1034,NW,4.92,0,0
1106,2010,2,16,1,113,-19,-10,1034,NW,8.05,0,0
1107,2010,2,16,2,91,-19,-11,1034,NW,11.18,0,0
1110,2010,2,16,5,51,-17,-13,1033,NW,0.89,0,0
1111,2010,2,16,6,29,-20,-12,1033,NW,4.02,0,0
1112,2010,2,16,7,30,-20,-12,1033,NW,8.04,0,0
1113,2010,2,16,8,26,-18,-11,1033,NW,9.83,0,0
1115,2010,2,16,10,24,-20,-4,1032,cv,0.89,0,0
1116,2010,2,16,11,21,-20,-3,1032,cv,1.78,0,0
1117,2010,2,16,12,24,-21,-1,1031,NW,1.79,0,0
1119,2010,2,16,14,79,-19,2,1028,SE,4.02,0,0
1120,2010,2,16,15,99,-16,3,1027,SE,8.04,0,0
1121,2010,2,16,16,118,-15,3,1027,SE,12.06,0,0
1123,2010,2,16,18,159,-13,-1,1026,SE,18.32,0,0
1124,2010,2,16,19,161,-12,-1,1027,SE,20.11,0,0
1126,2010,2,16,21,178,-12,-5,1026,cv,0.89,0,0
1127,2010,2,16,22,192,-12,-6,1026,cv,1.78,0,0
1130,2010,2,17,1,237,-13,-5,1025,cv,1.78,0,0
1131,2010,2,17,2,247,-12,-6,1025,NW,3.13,0,0
1136,2010,2,17,7,18,-15,-2,1026,NW,35.31,0,0
1139,2010,2,17,10,15,-22,-1,1029,NW,63.47,0,0
1140,2010,2,17,11,18,-23,-1,1028,NW,74.65,0,0
1141,2010,2,17,12,18,-25,0,1028,NW,86.72,0,0
1142,2010,2,17,13,12,-25,1,1027,NW,97.9,0,0
1143,2010,2,17,14,11,-25,1,1027,NW,107.73,0,0
1144,2010,2,17,15,11,-26,2,1026,NW,118.91,0,0
1148,2010,2,17,19,27,-22,-2,1026,SE,0.89,0,0
1149,2010,2,17,20,31,-19,-4,1026,SE,2.68,0,0
1150,2010,2,17,21,39,-18,-4,1027,SE,4.47,0,0
1153,2010,2,18,0,50,-19,-6,1027,cv,0.45,0,0
1154,2010,2,18,1,38,-19,-7,1027,NW,0.89,0,0
1155,2010,2,18,2,36,-17,-9,1026,NE,0.89,0,0
1156,2010,2,18,3,41,-18,-9,1026,cv,0.89,0,0
1159,2010,2,18,6,74,-18,-11,1026,NE,1.79,0,0
1160,2010,2,18,7,77,-18,-11,1026,cv,0.89,0,0
1161,2010,2,18,8,87,-17,-8,1026,cv,1.78,0,0
1162,2010,2,18,9,107,-18,-4,1027,NW,3.13,0,0
1163,2010,2,18,10,54,-17,0,1026,cv,0.89,0,0
1164,2010,2,18,11,36,-21,2,1026,cv,1.78,0,0
1174,2010,2,18,21,265,-20,2,1021,SE,12.96,0,0
1176,2010,2,18,23,296,-16,-3,1021,cv,0.89,0,0
1183,2010,2,19,6,185,-15,-9,1018,NW,1.79,0,0
1184,2010,2,19,7,157,-15,-9,1018,NW,3.58,0,0
1185,2010,2,19,8,114,-13,-6,1018,NE,0.89,0,0
1187,2010,2,19,10,112,-15,1,1018,NE,4.47,0,0
1188,2010,2,19,11,107,-17,4,1017,cv,0.89,0,0
1189,2010,2,19,12,96,-16,7,1017,cv,1.78,0,0
1190,2010,2,19,13,99,-16,9,1016,SE,4.02,0,0
1191,2010,2,19,14,82,-17,10,1015,SE,5.81,0,0
1192,2010,2,19,15,58,-18,11,1014,SE,8.94,0,0
1193,2010,2,19,16,40,-18,10,1014,cv,3.13,0,0
1194,2010,2,19,17,45,-18,9,1014,SE,3.13,0,0
1196,2010,2,19,19,49,-18,7,1014,SE,10.28,0,0
1198,2010,2,19,21,101,-14,-1,1015,cv,1.78,0,0
1200,2010,2,19,23,165,-13,-3,1015,cv,3.56,0,0
1202,2010,2,20,1,191,-14,-1,1015,cv,5.34,0,0
1203,2010,2,20,2,204,-14,-3,1015,NW,0.89,0,0
1204,2010,2,20,3,190,-12,-5,1014,NW,1.78,0,0
1205,2010,2,20,4,174,-12,-6,1014,NW,3.57,0,0
1206,2010,2,20,5,144,-12,-6,1014,NW,5.36,0,0
1207,2010,2,20,6,120,-12,-7,1014,SE,0.89,0,0
1208,2010,2,20,7,122,-13,-8,1014,NW,1.79,0,0
1212,2010,2,20,11,184,-11,5,1014,SE,3.58,0,0
1214,2010,2,20,13,185,-9,8,1012,SE,8.5,0,0
1215,2010,2,20,14,175,-9,9,1011,SE,11.63,0,0
1217,2010,2,20,16,150,-8,9,1011,cv,0.89,0,0
1218,2010,2,20,17,163,-8,8,1010,cv,1.78,0,0
1222,2010,2,20,21,211,-7,-1,1011,SE,0.89,0,0
1223,2010,2,20,22,213,-8,-2,1012,cv,0.45,0,0
1225,2010,2,21,0,261,-7,-2,1011,cv,2.23,0,0
1226,2010,2,21,1,215,-6,-1,1011,cv,2.68,0,0
1228,2010,2,21,3,235,-6,-2,1011,NW,0.89,0,0
1231,2010,2,21,6,206,-8,-5,1011,NW,7.6,0,0
1232,2010,2,21,7,220,-7,-3,1012,NW,9.39,0,0
1233,2010,2,21,8,191,-6,-1,1013,NW,12.52,0,0
1241,2010,2,21,16,30,-15,14,1012,NW,51.86,0,0
1243,2010,2,21,18,20,-15,9,1014,cv,0.89,0,0
1244,2010,2,21,19,30,-13,4,1015,cv,1.78,0,0
1246,2010,2,21,21,99,-12,4,1017,SE,1.79,0,0
1247,2010,2,21,22,117,-3,2,1018,SE,7.6,0,0
1249,2010,2,22,0,154,-6,-1,1020,cv,0.89,0,0
1250,2010,2,22,1,136,-5,0,1021,cv,1.34,0,0
1251,2010,2,22,2,143,-6,-2,1021,SE,1.79,0,0
1252,2010,2,22,3,132,-7,-1,1021,SE,4.92,0,0
1253,2010,2,22,4,100,-8,-3,1021,SE,6.71,0,0
1254,2010,2,22,5,89,-8,-3,1021,SE,8.5,0,0
1255,2010,2,22,6,90,-7,-3,1021,SE,10.29,0,0
1257,2010,2,22,8,99,-7,-2,1022,SE,15.21,0,0
1258,2010,2,22,9,92,-7,-1,1022,SE,19.23,0,0
1259,2010,2,22,10,80,-8,0,1022,SE,23.25,0,0
1260,2010,2,22,11,56,-9,2,1022,SE,26.38,0,0
1261,2010,2,22,12,60,-10,3,1020,SE,31.3,0,0
1262,2010,2,22,13,72,-10,3,1019,SE,34.43,0,0
1264,2010,2,22,15,79,-10,5,1017,SE,42.47,0,0
1265,2010,2,22,16,84,-10,4,1016,SE,45.6,0,0
1266,2010,2,22,17,92,-9,3,1015,SE,48.73,0,0
1267,2010,2,22,18,100,-8,2,1015,SE,49.62,0,0
1268,2010,2,22,19,95,-7,0,1015,SE,51.41,0,0
1269,2010,2,22,20,81,-7,-1,1014,cv,0.89,0,0
1270,2010,2,22,21,95,-7,0,1014,SE,3.13,0,0
1271,2010,2,22,22,87,-6,-1,1014,SE,4.92,0,0
1272,2010,2,22,23,86,-7,-2,1014,cv,0.89,0,0
1276,2010,2,23,3,129,-8,-5,1012,cv,1.78,0,0
1278,2010,2,23,5,105,-8,-6,1011,NE,0.89,0,0
1280,2010,2,23,7,130,-8,-6,1010,NW,3.58,0,0
1281,2010,2,23,8,134,-6,-4,1010,cv,0.89,0,0
1283,2010,2,23,10,142,-6,0,1009,NW,1.79,0,0
1285,2010,2,23,12,148,-7,4,1007,cv,1.78,0,0
1286,2010,2,23,13,160,-7,5,1006,SE,1.79,0,0
1287,2010,2,23,14,179,-7,6,1004,cv,0.89,0,0
1288,2010,2,23,15,183,-6,7,1003,cv,1.78,0,0
1289,2010,2,23,16,191,-6,7,1003,SE,1.79,0,0
1290,2010,2,23,17,195,-6,7,1003,SE,3.58,0,0
1291,2010,2,23,18,196,-6,5,1003,SE,4.47,0,0
1292,2010,2,23,19,218,-7,3,1003,cv,0.89,0,0
1293,2010,2,23,20,246,-6,2,1003,NW,1.79,0,0
1296,2010,2,23,23,282,-6,-1,1004,cv,1.34,0,0
1297,2010,2,24,0,283,-6,-1,1003,NW,1.79,0,0
1300,2010,2,24,3,223,-6,1,1003,cv,1.78,0,0
1302,2010,2,24,5,227,-5,-2,1003,NW,3.58,0,0
1303,2010,2,24,6,237,-5,-2,1003,NW,6.71,0,0
1304,2010,2,24,7,243,-5,-1,1003,NW,9.84,0,0
1307,2010,2,24,10,301,-4,5,1004,NW,21.01,0,0
1309,2010,2,24,12,311,-4,7,1004,NW,29.05,0,0
1313,2010,2,24,16,292,-1,11,1003,cv,1.78,0,0
1314,2010,2,24,17,299,0,10,1003,SE,1.79,0,0
1315,2010,2,24,18,353,0,8,1005,SE,4.92,0,0
1316,2010,2,24,19,368,2,6,1006,cv,0.89,0,0
1318,2010,2,24,21,284,3,6,1008,SE,3.58,0,0
1320,2010,2,24,23,218,3,5,1010,cv,0.89,0,0
1321,2010,2,25,0,164,2,4,1010,cv,1.78,0,0
1323,2010,2,25,2,135,1,3,1012,cv,3.12,0,0
1324,2010,2,25,3,134,1,3,1012,cv,4.01,0,0
1326,2010,2,25,5,148,0,1,1013,NW,0.89,0,0
1328,2010,2,25,7,218,-3,-2,1014,NW,4.47,0,0
1329,2010,2,25,8,253,-1,0,1016,SE,1.79,0,0
1330,2010,2,25,9,266,1,2,1017,SE,2.68,0,0
1331,2010,2,25,10,241,0,5,1017,SE,6.7,0,0
1334,2010,2,25,13,248,-2,8,1017,SE,21.46,0,0
1335,2010,2,25,14,180,-2,8,1016,SE,26.38,0,0
1337,2010,2,25,16,165,-1,6,1016,SE,35.32,0,0
1338,2010,2,25,17,138,-1,6,1017,SE,39.34,0,0
1339,2010,2,25,18,136,-2,6,1017,SE,42.47,0,0
1340,2010,2,25,19,136,-2,5,1018,SE,45.6,0,0
1343,2010,2,25,22,56,-7,3,1019,SE,59.46,0,0
1345,2010,2,26,0,52,-7,1,1020,SE,66.61,0,0
1346,2010,2,26,1,46,-7,0,1020,SE,69.74,0,0
1347,2010,2,26,2,46,-6,0,1021,SE,71.53,0,0
1348,2010,2,26,3,45,-6,0,1021,SE,73.32,0,0
1350,2010,2,26,5,53,-5,0,1021,SE,76.9,0,0
1351,2010,2,26,6,50,-5,0,1021,SE,78.69,0,0
1355,2010,2,26,10,72,-6,2,1022,SE,1.79,0,0
1357,2010,2,26,12,81,-6,4,1021,cv,1.78,0,0
1358,2010,2,26,13,91,-6,5,1021,cv,3.57,0,0
1359,2010,2,26,14,93,-6,5,1020,SE,4.02,0,0
1362,2010,2,26,17,79,-7,3,1020,SE,15.19,0,0
1363,2010,2,26,18,70,-7,3,1020,SE,16.08,0,0
1366,2010,2,26,21,103,-10,2,1021,SE,21.88,0,0
1368,2010,2,26,23,66,-12,0,1021,SE,29.92,0,0
1369,2010,2,27,0,38,-11,-1,1021,SE,33.05,0,0
1371,2010,2,27,2,30,-13,-1,1021,SE,40.2,0,0
1373,2010,2,27,4,31,-12,-1,1020,SE,47.35,0,0
1374,2010,2,27,5,29,-6,-3,1021,SE,51.37,1,0
1376,2010,2,27,7,34,-5,-4,1021,SE,54.95,3,0
1377,2010,2,27,8,52,-5,-4,1021,cv,0.89,4,0
1379,2010,2,27,10,89,-4,-2,1021,cv,0.89,0,0
1380,2010,2,27,11,138,-4,-2,1021,cv,1.78,0,0
1386,2010,2,27,17,102,-5,0,1017,SE,12.97,0,0
1387,2010,2,27,18,103,-5,0,1017,SE,14.76,0,0
1388,2010,2,27,19,105,-5,0,1017,SE,16.55,0,0
1389,2010,2,27,20,98,-5,0,1018,cv,0.89,0,0
1390,2010,2,27,21,124,-5,0,1018,SE,1.79,1,0
1392,2010,2,27,23,123,-5,-1,1020,SE,0.89,0,0
1393,2010,2,28,0,126,-4,-1,1020,NE,0.89,0,0
1394,2010,2,28,1,114,-4,-1,1019,cv,0.45,0,0
1395,2010,2,28,2,115,-4,-1,1019,cv,1.34,0,0
1396,2010,2,28,3,128,-4,-2,1019,NE,0.89,0,0
1397,2010,2,28,4,138,-6,-3,1019,cv,0.89,0,0
1398,2010,2,28,5,145,-5,-2,1020,NW,1.79,0,0
1402,2010,2,28,9,78,-7,2,1023,NE,5.81,0,0
1405,2010,2,28,12,20,-16,4,1024,NE,26.82,0,0
1409,2010,2,28,16,16,-8,1,1023,NW,16.09,0,0
1410,2010,2,28,17,15,-6,0,1023,NW,21.9,0,0
1411,2010,2,28,18,21,-3,-2,1024,NW,26.82,1,0
1412,2010,2,28,19,72,-3,-2,1025,NW,29.95,2,0
